Name,Size,Bet,Market,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Active Market,Active Hold,Tx Hash,Polymarket,Profile,Market Link,Outcome
bmwX7,6400,1,Over 20M committed to the Solomon public sale?,151200,0.72,0.72,0.73,2,6500,0.725,449,2,1,1,1,7000,449,9000,151200,0,1,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
Absing,1200,Under,Games Total: O/U 2.5,151200,0.49,0.38,0.45,7,3900,0.1151,-3800,13,4,0.538,4,3100,-439,33700,156960,4320,0.9633,0,0,,,,https://polymarket.com/market/dota2-xtreme-per1-2025-11-15-total-games-2pt5,
SlavaZhostkiy,1500,1,Over 40M committed to the Solomon public sale?,151200,0.34,0.34,0.34,1,1500,0.1496,-154,8,6,0.125,2,1300,-861,10000,875520,722880,0.1727,0,0,,,,https://polymarket.com/market/over-40m-committed-to-the-solomon-public-sale,
enjoyooor,2000,1,Over 20M committed to the Solomon public sale?,151200,0.75,0.7,0.71,7,9900,0.7174,-171,7,1,1,1,9700,-171,13800,151200,0,1,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
0x4745159cdb1e8...,1500,1,Over 40M committed to the Solomon public sale?,151200,0.34,0.34,0.34,1,1500,0.3428,-148,1,1,1,1,1400,-148,4500,151200,0,1,0,0,,,,https://polymarket.com/market/over-40m-committed-to-the-solomon-public-sale,
ostolbenei,3700,1,Over 20M committed to the Solomon public sale?,152640,0.72,0.72,0.72,1,3700,0.5088,-231,2,2,0.5,2,3500,-531,7300,691200,538560,0.2208,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
ven0,1800,1,Will the Democrats win the 2028 US Presidential Election?,152640,0.54,0.54,0.54,1,1800,0.54,-17,1,1,1,1,1800,-17,3300,152640,0,1,1,0,,,,https://polymarket.com/market/will-the-democrats-win-the-2028-us-presidential-election,
alta1,1700,0,Will the Republicans win the 2028 US Presidential Electio...,152640,0.54,0.54,0.54,1,1700,0.54,-16,1,1,1,1,1700,-16,3200,152640,0,1,1,0,,,,https://polymarket.com/market/will-the-republicans-win-the-2028-us-presidential-election,
Tiger1974,1900,1,US x Venezuela military engagement by November 30?,152640,0.37,0.31,0.34,2,3900,0.0242,142,24,7,0.083,5,7200,-29400,160900,711360,558720,0.2146,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192-441,
susl1ck,2500,0,Over 40M committed to the Solomon public sale?,152640,0.7,0.7,0.7,7,2900,0.4527,31,9,2,0.778,1,2200,138,6400,252000,99360,0.6057,0,0,,,,https://polymarket.com/market/over-40m-committed-to-the-solomon-public-sale,
bitsurfer,14000,0,Lighter market cap (FDV) >4B one day after launch?,152640,0.62,0.62,0.62,1,14000,0.261,-452,12,8,0.083,7,19000,-455,53600,855360,702720,0.1785,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-4b-one-day-after-launch-886,
fleeth,2200,0,Lighter market cap (FDV) >4B one day after launch?,152640,0.57,0.54,0.55,6,2200,0.5687,64,6,1,1,1,2300,64,3900,152640,0,1,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-4b-one-day-after-launch-886,
hlopack,8800,0,Russia x Ukraine ceasefire by March 31 2026?,152640,0.83,0.83,0.83,1,8800,0.2433,27,18,8,0.056,2,8800,-535,36100,689760,535680,0.2213,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-by-march-31-2026,
alexbard,3100,1,US x Venezuela military engagement by November 30?,152640,0.43,0.55,0.29,18,15200,0.2676,-768,23,3,0.783,2,16000,-235,56700,171360,17280,0.8908,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192,
alexbard,3200,1,US x Venezuela military engagement by November 30?,152640,0.39,0.55,0.29,18,15200,0.2676,-768,23,3,0.783,2,16000,-235,56700,171360,17280,0.8908,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192,
alexbard,1800,1,US x Venezuela military engagement by November 30?,152640,0.35,0.55,0.29,18,15200,0.2676,-768,23,3,0.783,2,16000,-235,56700,171360,17280,0.8908,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192,
Willyham,2000,0,Will Donald Trump win the Nobel Peace Prize in 2026?,152640,0.81,0.81,0.81,1,2000,0.0455,-15,12,8,0.083,5,2400,-1100,44000,732960,578880,0.2083,1,0,,,,https://polymarket.com/market/will-donald-trump-win-the-nobel-peace-prize-in-2026-382,
pphenda,1000,0,Xi Jinping out before 2027?,152640,0.89,0.89,0.89,1,1000,0.0883,-6,13,3,0.077,1,1000,9,11400,154080,0,0.9907,1,0,,,,https://polymarket.com/market/xi-jinping-out-before-2027,
sklenar69,1200,1,Will the next Prime Minister of Hungary be Viktor Orbán?,152640,0.43,0.43,0.43,1,1200,0.0779,-13,11,7,0.091,4,1200,7100,14900,400320,247680,0.3813,1,0,,,,https://polymarket.com/market/will-the-next-prime-minister-of-hungary-be-viktor-orbn,
bajea,4100,1,Will the U.S. collect between 200b and 500b in revenue ...,152640,0.37,0.37,0.37,2,7800,0.3561,-106,6,2,0.333,2,8000,-214,22000,175680,23040,0.8689,0,0,,,,https://polymarket.com/market/will-the-us-collect-between-200b-and-500b-in-revenue-in-2025,
bajea,3700,1,Will the U.S. collect between 200b and 500b in revenue ...,152640,0.37,0.37,0.37,2,7800,0.3561,-106,6,2,0.333,2,8000,-214,22000,175680,23040,0.8689,0,0,,,,https://polymarket.com/market/will-the-us-collect-between-200b-and-500b-in-revenue-in-2025,
axiom4,1700,1,Over 20M committed to the Solomon public sale?,152640,0.85,0.85,0.85,1,1700,0.6384,-31,3,2,0.333,2,2200,-33,2700,154080,0,0.9907,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
gagau,2400,0,Will Trump deport 250000-500000 people?,152640,0.27,0.27,0.27,3,7500,0.2682,-138,4,2,0.75,2,7500,-113,27800,175680,23040,0.8689,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
gagau,2600,0,Will Trump deport 250000-500000 people?,152640,0.27,0.27,0.27,3,7500,0.2682,-138,4,2,0.75,2,7500,-113,27800,175680,23040,0.8689,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
gagau,2500,0,Will Trump deport 250000-500000 people?,152640,0.27,0.27,0.27,3,7500,0.2682,-138,4,2,0.75,2,7500,-113,27800,175680,23040,0.8689,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
0x405cFbD41526E...,7500,1,Will One Battle After Another win Best Picture at the 98t...,152640,0.63,0.63,0.63,1,7500,0.6006,-59,3,2,0.333,1,7400,-59,12400,178560,24480,0.8548,1,0,,,,https://polymarket.com/market/will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,
0xBA3f2b1c99e0E...,7200,1,Will One Battle After Another win Best Picture at the 98t...,152640,0.63,0.63,0.63,1,7200,0.6165,-57,2,2,0.5,2,7300,-81,11600,178560,24480,0.8548,1,0,,,,https://polymarket.com/market/will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,
0x454Fe01aAe34F...,7000,1,Will One Battle After Another win Best Picture at the 98t...,152640,0.63,0.63,0.63,1,7000,0.5293,-55,9,2,0.111,1,6900,246,13200,178560,24480,0.8548,1,0,,,,https://polymarket.com/market/will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,
0xFb15Af166a0af...,3600,1,Will Donald Trump win the Nobel Peace Prize in 2026?,152640,0.21,0.21,0.21,6,7400,0.2094,0,7,2,0.857,2,7500,-22,35400,180000,25920,0.848,1,0,,,,https://polymarket.com/market/will-donald-trump-win-the-nobel-peace-prize-in-2026-382,
0x6662050acf4eB...,7000,0,Will Donald Trump win the Nobel Peace Prize in 2026?,152640,0.79,0.79,0.79,2,7200,0.7764,0,3,2,0.667,1,7200,35,9300,182880,28800,0.8346,1,0,,,,https://polymarket.com/market/will-donald-trump-win-the-nobel-peace-prize-in-2026-382,
0x197a4Fa5e9A75...,7100,0,Will Donald Trump win the Nobel Peace Prize in 2026?,152640,0.79,0.79,0.79,1,7100,0.7707,0,2,2,0.5,2,7100,-136,9300,182880,28800,0.8346,1,0,,,,https://polymarket.com/market/will-donald-trump-win-the-nobel-peace-prize-in-2026-382,
chegg,4400,1,Over 20M committed to the Solomon public sale?,152640,0.85,0.85,0.85,2,8700,0.2178,-52,21,13,0.095,4,593,-40,40100,499680,347040,0.3055,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
carlisle,1000,1,Kinetiq FDV above 250M one day after launch?,152640,0.71,0.71,0.71,1,1000,0.3238,-45,6,2,0.167,1,990,490,3200,691200,537120,0.2208,1,0,,,,https://polymarket.com/market/kinetiq-fdv-above-250m-one-day-after-launch,
zolandinho,2000,1,Will England win the 2026 FIFA World Cup?,154080,0.15,0.15,0.15,1,2000,0.1514,-211,1,1,1,1,1700,-211,12900,154080,0,1,1,0,,,,https://polymarket.com/market/will-england-win-the-2026-fifa-world-cup-937,
0x01e188aD5fE91...,3000,0,Kinetiq FDV above 500M one day after launch?,154080,0.8,0.8,0.8,3,5000,0.3464,86,7,3,0.429,3,6900,-21,14400,182880,28800,0.8425,1,0,,,,https://polymarket.com/market/kinetiq-fdv-above-500m-one-day-after-launch-878,
0x01e188aD5fE91...,1000,0,Kinetiq FDV above 500M one day after launch?,154080,0.8,0.8,0.8,1,1000,0.8,-6,1,1,1,1,998,-6,1300,182880,28800,0.8425,1,0,,,,https://polymarket.com/market/kinetiq-fdv-above-500m-one-day-after-launch-878,
probablynothing,6900,0,Kinetiq FDV above 250M one day after launch?,154080,0.47,0.47,0.47,1,6900,0.0146,-227,7,4,0.143,1,6700,81000,472000,910080,756000,0.1693,1,0,,,,https://polymarket.com/market/kinetiq-fdv-above-250m-one-day-after-launch,
mdscolour,2600,0,Will China invade Taiwan by end of 2026?,154080,0.84,0.84,0.84,1,2600,0.1539,-15,7,5,0.143,5,9600,-574,16600,708480,554400,0.2175,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
Penguiner,1300,0,US x Venezuela military engagement by March 31 2026?,154080,0.5,0.5,0.5,1,1300,0.3732,-147,10,8,0.1,7,1600,-84,3400,197280,43200,0.781,1,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-march-31-2026,
taincap,2300,0,NATO x Russia military clash by March 31 2026?,154080,0.82,0.82,0.82,1,2300,0.2867,-14,7,6,0.143,6,6700,1,8000,165600,11520,0.9304,1,0,,,,https://polymarket.com/market/nato-x-russia-military-clash-by-march-31-2026,
stank,3100,0,Kinetiq FDV above 250M one day after launch?,154080,0.41,0.23,0.32,3,7000,0.2665,2500,9,4,0.333,1,9500,2800,26200,1058400,904320,0.1456,1,0,,,,https://polymarket.com/market/kinetiq-fdv-above-250m-one-day-after-launch,
Tiger1974,2600,1,US x Venezuela military engagement by March 31 2026?,154080,0.59,0.59,0.59,1,2600,0.0186,-329,6,4,0.167,3,5700,-31200,142100,711360,557280,0.2166,1,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-march-31-2026,
Tiger1974,2000,1,US x Venezuela military engagement by December 31?,154080,0.42,0.42,0.42,1,2000,0.0141,-107,6,4,0.167,3,5700,-31200,142100,711360,557280,0.2166,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971,
Tiger1974,2000,1,US x Venezuela military engagement by November 30?,154080,0.31,0.31,0.31,1,2000,0.0141,-501,6,4,0.167,3,5700,-31200,142100,711360,557280,0.2166,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192,
bitsurfer,5000,0,Lighter market cap (FDV) >6B one day after launch?,154080,0.77,0.77,0.77,1,5000,0.1624,10,11,7,0.091,6,5100,-448,31100,855360,701280,0.1801,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-6b-one-day-after-launch-324-746,
sleepyandtired,1100,0,Will China invade Taiwan by end of 2026?,154080,0.84,0.84,0.84,1,1100,0.2839,-6,5,4,0.2,1,1100,7,3800,208800,54720,0.7379,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
0x4Cfa0dA8e05CF...,1300,0,Will China invade Taiwan by end of 2026?,154080,0.84,0.84,0.84,1,1300,0.84,-7,1,1,1,1,1200,-7,1500,174240,18720,0.8843,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
0x1305f32A376b9...,1500,0,Over 100M committed to the Solomon public sale?,154080,0.89,0.89,0.89,1,1500,0.8703,-91,5,3,0.2,2,1400,-97,1700,177120,23040,0.8699,0,0,,,,https://polymarket.com/market/over-100m-committed-to-the-solomon-public-sale,
RobertoReis,1600,1,Will Tarcisio de Freitas win the 2026 Brazilian president...,154080,0.34,0.32,0.33,3,1700,0.1498,143,5,2,0.6,1,1800,30,11200,156960,1440,0.9817,1,0,,,,https://polymarket.com/market/will-tarcisio-de-frietas-win-the-2026-brazilian-presidential-election,
RobertoReis,1700,1,Will Luiz Inácio Lula da Silva win the 2026 Brazilian pre...,154080,0.54,0.54,0.54,2,3300,0.2925,-113,5,2,0.4,1,1800,30,11200,156960,1440,0.9817,1,0,,,,https://polymarket.com/market/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,
morkosganalman,1000,Raptors,1H Spread: Cavaliers (-4.5),154080,0.55,0.55,0.55,1,1000,0.5487,-26,1,1,1,1,1000,-26,1900,156960,1440,0.9817,0,0,,,,https://polymarket.com/market/nba-tor-cle-2025-11-13-1h-spread-home-4pt5,
mmmm8797,2500,0,Lighter market cap (FDV) >2B one day after launch?,154080,0.17,0.17,0.17,1,2500,0.0217,-73,24,5,0.042,2,2400,-645,114200,344160,188640,0.4477,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
yikaiz,14600,0,Putin out as President of Russia by end of 2026?,154080,0.88,0.85,0.87,3,23600,0.6424,417,6,2,0.5,2,32600,502,36800,158400,2880,0.9727,1,0,,,,https://polymarket.com/market/putin-out-before-2027,
RyujinfromSK,2000,1,Paradex FDV above 750M one day after launch?,154080,0.51,0.51,0.51,1,2000,0.1158,-37,9,5,0.111,1,2000,3200,17300,175680,21600,0.877,1,0,,,,https://polymarket.com/market/paradex-fdv-above-750m-one-day-after-launch,
alshanfara,1200,0,Will the Iranian regime fall by December 31 2026?,154080,0.81,0.81,0.81,1,1200,0.0637,0,14,6,0.071,6,13800,87,19100,155520,0,0.9907,1,0,,,,https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,
sufei,1800,1,Will Russia capture Siversk by December 31?,154080,0.27,0.27,0.27,3,4900,0.1572,91,6,3,0.5,2,5200,85,31300,175680,21600,0.877,0,0,,,,https://polymarket.com/market/will-russia-capture-siversk-by-december-31-132-853,
sufei,1500,1,Will Russia capture Siversk by December 31?,154080,0.27,0.27,0.27,3,4900,0.1572,91,6,3,0.5,2,5200,85,31300,175680,21600,0.877,0,0,,,,https://polymarket.com/market/will-russia-capture-siversk-by-december-31-132-853,
sufei,1700,1,Will Russia capture Siversk by December 31?,154080,0.27,0.27,0.27,3,4900,0.1572,91,6,3,0.5,2,5200,85,31300,175680,21600,0.877,0,0,,,,https://polymarket.com/market/will-russia-capture-siversk-by-december-31-132-853,
0xaD053956a21B3...,3900,1,Over 80M committed to the Solomon public sale?,154080,0.17,0.17,0.17,1,3900,0.1042,231,6,3,0.167,2,4200,-176,37600,175680,21600,0.877,0,0,,,,https://polymarket.com/market/over-80m-committed-to-the-solomon-public-sale,
okgoo,1500,1,Will Leonardo DiCaprio win Best Actor at the 98th Academy...,154080,0.26,0.26,0.26,3,4400,0.1518,-170,6,3,0.5,2,4400,-94,29100,177120,21600,0.8699,1,0,,,,https://polymarket.com/market/will-leonardo-dicaprio-win-best-actor-at-the-98th-academy-awards,
okgoo,1400,1,Will Leonardo DiCaprio win Best Actor at the 98th Academy...,154080,0.26,0.26,0.26,3,4400,0.1518,-170,6,3,0.5,2,4400,-94,29100,177120,21600,0.8699,1,0,,,,https://polymarket.com/market/will-leonardo-dicaprio-win-best-actor-at-the-98th-academy-awards,
okgoo,1600,1,Will Leonardo DiCaprio win Best Actor at the 98th Academy...,154080,0.26,0.26,0.26,3,4400,0.1518,-170,6,3,0.5,2,4400,-94,29100,177120,21600,0.8699,1,0,,,,https://polymarket.com/market/will-leonardo-dicaprio-win-best-actor-at-the-98th-academy-awards,
0xad137490e5D8A...,4800,1,Will Donald Trump win the Nobel Peace Prize in 2026?,154080,0.21,0.21,0.21,1,4800,0.1083,0,7,3,0.143,1,4800,350,44700,178560,23040,0.8629,1,0,,,,https://polymarket.com/market/will-donald-trump-win-the-nobel-peace-prize-in-2026-382,
IFto1dollisfud,1300,1,Will Russia capture Myrnohrad by November 30?,155520,0.67,0.59,0.59,5,1800,0.1884,-25,17,6,0.294,4,1900,939,9700,264960,109440,0.587,0,0,,,,https://polymarket.com/market/will-russia-capture-myrnohard-by-november-30-147-724-647-448,
0x890E48bD3E339...,1100,1,Will Bayern Munich win the 2025–26 Champions League?,155520,0.17,0.12,0.14,2,1100,0.0582,-30,21,12,0.095,4,1100,21,18500,180000,24480,0.864,1,0,,,,https://polymarket.com/market/will-bayern-munich-win-the-202526-champions-league,
0x4d39D56bbecfD...,2900,1,Will Manchester City finish in the top 4 of the EPL 2025–...,155520,0.88,0.9,0.89,7,4000,0.6619,-61,16,9,0.438,8,4800,7,6000,159840,4320,0.973,1,0,,,,https://polymarket.com/market/will-manchester-city-finish-in-the-top-4-of-the-epl-202526-standings,
Grinddddddd,10000,0,Will China invade Taiwan by end of 2026?,155520,0.84,0.84,0.84,1,10000,0.491,-60,11,5,0.091,3,16000,5,20400,182880,27360,0.8504,1,0,,,,https://polymarket.com/market/will-china-invade-taiwan-before-2027,
Volumer1,1300,1,Over 20M committed to the Solomon public sale?,155520,0.85,0.85,0.85,1,1300,0.1355,-16,15,7,0.067,1,1300,1500,9800,171360,14400,0.9076,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
nanirock999,1500,1,Over 20M committed to the Solomon public sale?,155520,0.87,0.87,0.86,2,2300,0.197,-56,24,15,0.083,5,2200,-99,11700,185760,28800,0.8372,0,0,,,,https://polymarket.com/market/over-20m-committed-to-the-solomon-public-sale,
FlyingSpaghetti...,1300,1,MegaETH market cap (FDV) >2B one day after launch?,155520,0.88,0.88,0.88,1,1300,0.1506,-15,6,6,0.167,6,2900,-138,8700,155520,0,1,0,0,,,,https://polymarket.com/market/megaeth-market-cap-fdv-2b-one-day-after-launch,
youmac,4000,1,Will One Battle After Another win Best Picture at the 98t...,155520,0.63,0.63,0.64,2,4000,0.6126,31,3,2,0.667,2,4000,-75,6500,175680,20160,0.8852,1,0,,,,https://polymarket.com/market/will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,
qingjiao,4400,1,Will One Battle After Another win Best Picture at the 98t...,155520,0.63,0.63,0.63,1,4400,0.6108,35,2,2,0.5,2,4600,21,7200,175680,20160,0.8852,1,0,,,,https://polymarket.com/market/will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,
shaoya,4400,0,Lighter market cap (FDV) >6B one day after launch?,155520,0.77,0.77,0.77,1,4400,0.7376,34,2,2,0.5,2,4600,3,6000,175680,20160,0.8852,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-6b-one-day-after-launch-324-746,
coade,4000,0,Lighter market cap (FDV) >6B one day after launch?,155520,0.77,0.77,0.77,1,4000,0.6532,31,5,2,0.2,2,4500,87,6100,177120,21600,0.878,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-6b-one-day-after-launch-324-746,
mijiao,4900,0,Lighter market cap (FDV) >6B one day after launch?,155520,0.77,0.77,0.77,1,4900,0.7384,38,3,2,0.333,2,4900,-120,6600,175680,20160,0.8852,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-6b-one-day-after-launch-324-746,
puji,4300,1,Will Trump deport 250000-500000 people?,155520,0.76,0.76,0.76,1,4300,0.7434,56,2,2,0.5,2,4400,40,5700,175680,20160,0.8852,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
bauzi,4000,1,Will Trump deport 250000-500000 people?,155520,0.75,0.75,0.75,1,4000,0.6842,106,2,2,0.5,2,4400,105,5800,177120,20160,0.878,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
tanzg,4800,1,Will Trump deport 250000-500000 people?,155520,0.75,0.75,0.75,1,4800,0.6997,128,2,2,0.5,2,5400,289,6900,175680,20160,0.8852,0,0,,,,https://polymarket.com/market/will-trump-deport-250000-500000-people,
0xaD053956a21B3...,4200,0,Will Waymo launch in Las Vegas by June 30 2026?,155520,0.59,0.59,0.59,1,4200,0.575,-323,2,2,0.5,2,3900,-443,7400,175680,20160,0.8852,1,0,,,,https://polymarket.com/market/will-waymo-launch-in-las-vegas-by-june-30-2026,
0x43C628a6eBC2d...,4400,0,Will Waymo launch in Las Vegas by June 30 2026?,155520,0.59,0.59,0.59,1,4400,0.5785,-332,2,2,0.5,2,4100,-346,7500,178560,21600,0.871,1,0,,,,https://polymarket.com/market/will-waymo-launch-in-las-vegas-by-june-30-2026,
0xCDfaFAC2Ec907...,4600,0,Will Waymo launch in Las Vegas by June 30 2026?,155520,0.59,0.59,0.59,1,4600,0.5324,-349,5,2,0.2,2,4600,-341,8600,175680,20160,0.8852,1,0,,,,https://polymarket.com/market/will-waymo-launch-in-las-vegas-by-june-30-2026,
sufei,4900,1,Will GPT-6 be released before GTA VI?,155520,0.77,0.77,0.77,1,4900,0.7187,63,2,2,0.5,2,5100,1,6800,175680,20160,0.8852,1,0,,,,https://polymarket.com/market/will-gpt-6-be-released,
0xA30E0DD389459...,4400,0,Will Trump nominate Kevin Warsh as the next Fed chair?,155520,0.79,0.79,0.79,1,4400,0.7678,55,2,2,0.5,2,4500,74,5700,178560,21600,0.871,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
0x72307D615B77c...,4300,0,Will Trump nominate Kevin Warsh as the next Fed chair?,155520,0.79,0.79,0.79,1,4300,0.764,55,2,2,0.5,2,4400,-50,5700,178560,23040,0.871,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
0xf6d3D938197fC...,4600,0,Will Trump nominate Kevin Warsh as the next Fed chair?,155520,0.79,0.79,0.79,1,4600,0.7743,59,2,2,0.5,2,4800,58,6000,178560,23040,0.871,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
0x8047BB1b4953B...,4900,0,Will Trump nominate Kevin Warsh as the next Fed chair?,155520,0.79,0.79,0.79,1,4900,0.737,62,3,2,0.333,1,5000,0,6600,178560,21600,0.871,1,0,,,,https://polymarket.com/market/will-trump-nominate-kevin-warsh-as-the-next-fed-chair,
soulal,4500,1,Will GPT-6 be released before GTA VI?,155520,0.77,0.77,0.77,1,4500,0.7089,58,2,2,0.5,2,5000,146,6300,177120,20160,0.878,1,0,,,,https://polymarket.com/market/will-gpt-6-be-released,
okgoo,4600,1,Will GPT-6 be released before GTA VI?,155520,0.77,0.77,0.77,1,4600,0.7549,60,2,2,0.5,2,4800,75,6100,177120,20160,0.878,1,0,,,,https://polymarket.com/market/will-gpt-6-be-released,
takemetothemoon,5300,1,Lighter market cap (FDV) >2B one day after launch?,155520,0.84,0.84,0.84,2,5500,0.603,-36,21,10,0.095,5,6200,-115,9200,184320,27360,0.8438,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
SatoshiQGalt,1200,1,US x Venezuela military engagement by December 31?,155520,0.37,0.37,0.37,1,1200,0.0326,6,6,6,0.167,6,4200,-377,37000,155520,0,1,0,0,,,,https://polymarket.com/market/us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971,
lighter06,1400,1,Lighter market cap (FDV) >2B one day after launch?,155520,0.85,0.85,0.85,1,1400,0.11,-41,17,12,0.059,7,2000,-42,12500,162720,7200,0.9558,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
3r3r,1100,1,Lighter market cap (FDV) >2B one day after launch?,155520,0.85,0.85,0.85,1,1100,0.2396,-33,4,4,0.25,1,1100,-30,4700,167040,10080,0.931,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
124124124,4600,1,Lighter market cap (FDV) >2B one day after launch?,155520,0.85,0.85,0.85,1,4600,0.2684,-134,23,10,0.043,4,7100,-121,17000,171360,14400,0.9076,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
PiggyBanksta1,2500,1,Will Gavin Newsom win the 2028 Democratic presidential no...,156960,0.38,0.38,0.38,1,2500,0.0244,-33,12,5,0.083,5,11900,-551,101400,156960,0,1,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
PiggyBanksta1,3400,1,Will Alexandria Ocasio-Cortez win the 2028 Democratic pre...,156960,0.14,0.14,0.14,1,3400,0.0335,-272,12,5,0.083,5,11900,-551,101400,156960,0,1,1,0,,,,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,
Namurukuru,6000,1,Will MetaMask launch a token by June 30?,156960,0.75,0.75,0.75,1,6000,0.0338,102,9,6,0.111,4,8600,-166,177400,306720,149760,0.5117,1,0,,,,https://polymarket.com/market/will-metamask-launch-a-token-by-june-30,
gambl3r,3100,0,MegaETH market cap (FDV) >6B one day after launch?,156960,0.82,0.78,0.81,3,18000,0.4455,642,11,2,0.273,1,18700,708,40500,174240,17280,0.9008,1,0,,,,https://polymarket.com/market/megaeth-market-cap-fdv-6b-one-day-after-launch-365-559,
Elzv,3000,0,Will Jesus Christ return before GTA VI?,156960,0.52,0.52,0.52,1,3000,0.4685,-29,2,2,0.5,2,3000,-129,6400,335520,177120,0.4678,1,0,,,,https://polymarket.com/market/will-jesus-christ-return-before-gta-vi-665,
Z111,2500,1,Will the Republican Party control the House after the 202...,156960,0.31,0.31,0.31,1,2500,0.3097,-38,1,1,1,1,2500,-38,8100,538560,381600,0.2914,1,0,,,,https://polymarket.com/market/will-the-republican-party-control-the-house-after-the-2026-midterm-elections,
spiva4ok,9300,1,Lighter market cap (FDV) >2B one day after launch?,156960,0.85,0.84,0.84,2,9900,0.4849,-226,13,8,0.154,2,9600,-241,20300,694080,535680,0.2261,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
bringmepeace,1200,1,Lighter market cap (FDV) >3B one day after launch?,156960,0.7,0.7,0.7,1,1200,0.0918,-87,21,12,0.048,2,1100,-304,13400,187200,28800,0.8385,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-3b-one-day-after-launch,
lejcles,30400,1,Lighter market cap (FDV) >2B one day after launch?,156960,0.88,0.8,0.83,17,61500,0.7303,-667,22,2,0.773,1,37400,-3200,84200,159840,1440,0.982,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
lejcles,11000,1,Lighter market cap (FDV) >2B one day after launch?,156960,0.82,0.8,0.83,17,61500,0.7303,-667,22,2,0.773,1,37400,-3200,84200,159840,1440,0.982,0,0,,,,https://polymarket.com/market/lighter-market-cap-fdv-2b-one-day-after-launch,
